company,site,address
PT BANK NEGARA INDONESIA (PERSERO),Kantor Wilayah BNI 23 Jakarta,"Jalan Jenderal Sudirman Kav. 30, Jakarta"
PT BANK NEGARA INDONESIA (PERSERO),Kantor Wilayah BNI 24 Jakarta,"Jalan Jenderal Sudirman Kav. 30, Jakarta"
PT BANK NEGARA INDONESIA (PERSERO),Kantor Wilayah BNI 25 Jakarta,"Jalan Jenderal Sudirman Kav. 30, Jakarta"
PT BANK NEGARA INDONESIA (PERSERO),Kantor Wilayah BNI 26 Jakarta,"Jalan Jenderal Sudirman Kav. 30, Jakarta"
PT BANK NEGARA INDONESIA (PERSERO),Kantor Wilayah BNI 27 Jakarta,"Jalan Jenderal Sudirman Kav. 30, Jakarta"
PT BANK NEGARA INDONESIA (PERSERO),Kantor Wilayah BNI 28 Jakarta,"Jalan Jenderal Sudirman Kav. 30, Jakarta"
PT BANK NEGARA INDONESIA (PERSERO),Kantor Wilayah BNI 29 Jakarta,"Jalan Jenderal Sudirman Kav. 30, Jakarta"
PT BANK NEGARA INDONESIA (PERSERO),Kantor Wilayah BNI 30 Jakarta,"Jalan Jenderal Sudirman Kav. 30, Jakarta"
PT BANK NEGARA INDONESIA (PERSERO),Kantor Wilayah BNI 31 Jakarta,"Jalan Jenderal Sudirman Kav. 30, Jakarta"
PT BANK NEGARA INDONESIA (PERSERO),Kantor Wilayah BNI 32 Jakarta,"Jalan Jenderal Sudirman Kav. 30, Jakarta"
PT BANK NEGARA INDONESIA (PERSERO),Kantor Wilayah BNI 33 Jakarta,"Jalan Jenderal Sudirman Kav. 30, Jakarta"
PT BANK NEGARA INDONESIA (PERSERO),Kantor Wilayah BNI 34 Jakarta,"Jalan Jenderal Sudirman Kav. 30, Jakarta"
PT BANK NEGARA INDONESIA (PERSERO),Kantor Wilayah BNI 35 Jakarta,"Jalan Jenderal Sudirman Kav. 30, Jakarta"
PT BANK NEGARA INDONESIA (PERSERO),Kantor Wilayah BNI 36 Jakarta,"Jalan Jenderal Sudirman Kav. 30, Jakarta"
PT BANK NEGARA INDONESIA (PERSERO),Kantor Wilayah BNI 37 Jakarta,"Jalan Jenderal Sudirman Kav. 30, Jakarta"
PT BANK NEGARA INDONESIA (PERSERO),Kantor Wilayah BNI 38 Jakarta,"Jalan Jenderal Sudirman Kav. 30, Jakarta"
PT BANK NEGARA INDONESIA (PERSERO),Kantor Wilayah BNI 39 Jakarta,"Jalan Jenderal Sudirman Kav. 30, Jakarta"
PT BANK NEGARA INDONESIA (PERSERO),Kantor Wilayah BNI 40 Jakarta,"Jalan Jenderal Sudirman Kav. 30, Jakarta"
PT BANK NEGARA INDONESIA (PERSERO),Kantor Wilayah BNI 41 Jakarta,"Jalan Jenderal Sudirman Kav. 30, Jakarta"
PT Barito Pacific Tbk,CAP Olefin Complex,"Ciwandan, Cilegon, Banten, Indonesia"
PT Barito Pacific Tbk,CAP Polyethylene Complex,"Ciwandan, Cilegon, Banten, Indonesia"
PT Barito Pacific Tbk,CAP Polypropylene Complex,"Ciwandan, Cilegon, Banten, Indonesia"
PT Barito Pacific Tbk,CAP Styrene Monomer Complex,"Ciwandan, Cilegon, Banten, Indonesia"
PT Barito Pacific Tbk,CAP Butadiene Complex,"Ciwandan, Cilegon, Banten, Indonesia"
PT Barito Pacific Tbk,Darajat Geothermal Power Plant,"Garut, West Java, Indonesia"
PT Barito Pacific Tbk,Wayang Windu Geothermal Power Plant,"Bandung, West Java, Indonesia"
PT Barito Pacific Tbk,Star Energy Geothermal Power Plant,"Kamojang, West Java, Indonesia"
PT Barito Pacific Tbk,Wisma Barito Pacific,"Slipi, West Jakarta, Indonesia"
PT Barito Pacific Tbk,Wisma Barito Pacific II,"Slipi, West Jakarta, Indonesia"
PT Barito Pacific Tbk,PT Triputra Agro Persada,"Cilegon, Banten, Indonesia"
PT Barito Pacific Tbk,PT Resintop Adhesives Indonesia,"Cilegon, Banten, Indonesia"
PT Barito Pacific Tbk,Madura Offshore Platform,"Sampang Regency, East Java, Indonesia"
PT Barito Pacific Tbk,PT Barito Pacific Tbk Head Office,"Slipi, West Jakarta, Indonesia"
PT Charoen Pokphand Indonesia TBK,Cikande Poultry Feed Factory,"Jl. Raya Cikande No. 113, Kp. Warung Jengkol, Kec. Cikande, Serang, Banten 42188, Indonesia"
PT Charoen Pokphand Indonesia TBK,Pasuruan Poultry Feed Factory,"Jl. Raya Pasuruan-Probolinggo Km. 25-26, Kec. Grati, Pasuruan, Jawa Timur 67161, Indonesia"
PT Charoen Pokphand Indonesia TBK,Medan Poultry Feed Factory,"Jl. Sei Petani No. 18, Kel. Sei Putih Tengah, Kec. Medan Petisah, Medan, Sumatera Utara 20112, Indonesia"
PT Charoen Pokphand Indonesia TBK,Semarang Poultry Feed Factory,"Jl. Raya Semarang-Bojonegoro Km. 19, Kec. Bawen, Nganjuk, Jawa Timur 62161, Indonesia"
PT Charoen Pokphand Indonesia TBK,Makassar Poultry Feed Factory,"Jl. Poros Makassar-Maros Km. 15, Kec. Biringkanaya, Makassar, Sulawesi Selatan 90371, Indonesia"
PT Charoen Pokphand Indonesia TBK,Ciampel Grand Parent Stock Farm,"Jl. Raya Ciampel No. 1, Kel. Ciampel, Kec. Ciampel, Karawang, Jawa Barat 41361, Indonesia"
PT Charoen Pokphand Indonesia TBK,Citeureup Grand Parent Stock Farm,"Jl. Raya Citeureup No. 1, Kel. Citeureup, Kec. Citeureup, Bogor, Jawa Barat 16810, Indonesia"
PT Charoen Pokphand Indonesia TBK,Boyolali Grand Parent Stock Farm,"Jl. Raya Solo-Semarang Km. 25, Kec. Mojosongo, Boyolali, Jawa Tengah 57374, Indonesia"
PT Charoen Pokphand Indonesia TBK,Nganjuk Grand Parent Stock Farm,"Jl. Raya Nganjuk-Madiun Km. 15, Kec. Nganjuk, Nganjuk, Jawa Timur 62181, Indonesia"
PT Charoen Pokphand Indonesia TBK,Pasuruan Parent Stock Farm,"Jl. Raya Pasuruan-Probolinggo Km. 25-26, Kec. Grati, Pasuruan, Jawa Timur 67161, Indonesia"
PT Charoen Pokphand Indonesia TBK,Nganjuk Parent Stock Farm,"Jl. Raya Nganjuk-Madiun Km. 15, Kec. Nganjuk, Nganjuk, Jawa Timur 62181, Indonesia"
PT Charoen Pokphand Indonesia TBK,Boyolali Hatchery,"Jl. Raya Solo-Semarang Km. 25, Kec. Mojosongo, Boyolali, Jawa Tengah 57374, Indonesia"
PT Charoen Pokphand Indonesia TBK,Nganjuk Hatchery,"Jl. Raya Nganjuk-Madiun Km. 15, Kec. Nganjuk, Nganjuk, Jawa Timur 62181, Indonesia"
PT Charoen Pokphand Indonesia TBK,Ciampel Broiler Farm,"Jl. Raya Ciampel No. 1, Kel. Ciampel, Kec. Ciampel, Karawang, Jawa Barat 41361, Indonesia"
PT Charoen Pokphand Indonesia TBK,Citeureup Broiler Farm,"Jl. Raya Citeureup No. 1, Kel. Citeureup, Kec. Citeureup, Bogor, Jawa Barat 16810, Indonesia"
PT Charoen Pokphand Indonesia TBK,Boyolali Broiler Farm,"Jl. Raya Solo-Semarang Km. 25, Kec. Mojosongo, Boyolali, Jawa Tengah 57374, Indonesia"
PT Charoen Pokphand Indonesia TBK,Nganjuk Broiler Farm,"Jl. Raya Nganjuk-Madiun Km. 15, Kec. Nganjuk, Nganjuk, Jawa Timur 62181, Indonesia"
PT Charoen Pokphand Indonesia TBK,Pasuruan Broiler Farm,"Jl. Raya Pasuruan-Probolinggo Km. 25-26, Kec. Grati, Pasuruan, Jawa Timur 67161, Indonesia"
PT Charoen Pokphand Indonesia TBK,Cibinong Layer Farm,"Jl. Raya Cibinong-Ciampea No. 1, Kel. Sukahati, Kec. Cibinong, Bogor, Jawa Barat 16912, Indonesia"
PT Charoen Pokphand Indonesia TBK,Boyolali Layer Farm,"Jl. Raya Solo-Semarang Km. 25, Kec. Mojosongo, Boyolali, Jawa Tengah 57374, Indonesia"
PT Charoen Pokphand Indonesia TBK,Nganjuk Layer Farm,"Jl. Raya Nganjuk-Madiun Km. 15, Kec. Nganjuk, Nganjuk, Jawa Timur 62181, Indonesia"
PT Charoen Pokphand Indonesia TBK,Boyolali Food Processing Factory,"Jl. Raya Solo-Semarang Km. 25, Kec. Mojosongo, Boyolali, Jawa Tengah 57374, Indonesia"
PT Charoen Pokphand Indonesia TBK,Nganjuk Food Processing Factory,"Jl. Raya Nganjuk-Madiun Km. 15, Kec. Nganjuk, Nganjuk, Jawa Timur 62"
PT Indah Kiat Pulp & Paper TBK,http://googleusercontent.com/map_content/0,Name of Site
PT Indah Kiat Pulp & Paper TBK,PT Indah Kiat Pulp & Paper Tbk Perawang Mill,"Jl. Raya Minas - Perawang KM 26, Desa Pinang Sebatang, Kec. Tualang, Kab. Siak, Pekanbaru, Riau 28772, Indonesia"
PT Indah Kiat Pulp & Paper TBK,PT Indah Kiat Pulp & Paper Tbk Tangerang Mill,"Jl. Raya Serpong KM 8, Serpong. Tangerang 15310, Indonesia"
PT Indah Kiat Pulp & Paper TBK,PT Indah Kiat Pulp & Paper Tbk Serang Mill,"Jl. Raya Serang KM 76, Desa Kragilan. Serang 42184, Banten"
PT Indofood Sukses Makmur TBK,Indofood Sukses Makmur. PT Tbk,"Jl. Raya Medan Tg.Morawa No.Km 18.5, Tj. Morawa A, Kec. Tj. Morawa, Kabupaten Deli Serdang, Sumatera Utara 20362, Indonesia"
PT Indofood Sukses Makmur TBK,Pt. Indofood Sukses Makmur Tbk.,"Jl. Ancol Barat VIII No.4, RT.1/RW.3, Ancol, Kec. Pademangan, Jkt Utara, Daerah Khusus Ibukota Jakarta 14430, Indonesia"
PT MERDEKA COPPER GOLD Tbk,Tujuh Bukit Gold Mine,"Jl. Raya Sempol-Songgon, Sukorejo, Banyuwangi, Jawa Timur 68471, Indonesia"
PT MERDEKA COPPER GOLD Tbk,Wetar Copper Mine,"Jl. Trans Wetar, Desa Ilwayo, Kecamatan Wetar Barat, Kabupaten Maluku Barat Daya, Maluku 97485, Indonesia"
PT MERDEKA COPPER GOLD Tbk,Tujuh Bukit Copper Project,"Jl. Raya Sempol-Songgon, Sukorejo, Banyuwangi, Jawa Timur 68471, Indonesia"
PT MERDEKA COPPER GOLD Tbk,Pani Gold Project,"Jl. Raya Gorontalo-Pohuwato, Pohuwato, Gorontalo 96366, Indonesia"
PT MERDEKA COPPER GOLD Tbk,Merdeka Battery Materials,"Jl. Poros Trans Sulawesi, Desa Routa, Kecamatan Routa, Kabupaten Konawe, Sulawesi Tenggara 93353, Indonesia"
PT MERDEKA COPPER GOLD Tbk,Merdeka Mining Servis,"Jl. Jend. Sudirman Kav. 52-53, SCBD Lot 28, Jakarta Selatan, DKI Jakarta 12190, Indonesia"
PT MERDEKA COPPER GOLD Tbk,Head Office,"Jl. Jend. Sudirman Kav. 52-53, SCBD Lot 28, Jakarta Selatan, DKI Jakarta 12190, Indonesia"
PT MERDEKA COPPER GOLD Tbk,"Banyuwangi, East Java","Jl. Raya Sempol-Songgon, Sukorejo, Banyuwangi, Jawa Timur 68471, Indonesia"
PT MERDEKA COPPER GOLD Tbk,"Wetar Island, Southwest Maluku","Jl. Trans Wetar, Desa Ilwayo, Kecamatan Wetar Barat, Kabupaten Maluku Barat Daya, Maluku 97485, Indonesia"
PT MERDEKA COPPER GOLD Tbk,"Pohuwato, Gorontalo","Jl. Raya Gorontalo-Pohuwato, Pohuwato, Gorontalo 96366, Indonesia"
PT MERDEKA COPPER GOLD Tbk,"Konawe, Southeast Sulawesi","Jl. Poros Trans Sulawesi, Desa Routa, Kecamatan Routa, Kabupaten Konawe, Sulawesi Tenggara 93353, Indonesia"
PT Telkom Indonesia (Persero) TBK,PT INTI Smart Industrial Park,"Jalan Moch Toha No 225, Bandung, Indonesia"
PT Telkom Indonesia (Persero) TBK,PT Telkom Indonesia (Persero) TBK Bandung Production Center,"Jalan Soekarno Hatta No 10, Bandung, Indonesia"
PT Telkom Indonesia (Persero) TBK,PT Telkom Indonesia (Persero) TBK Jakarta Production Center,"Jalan Raya Bekasi Km 24, Jakarta Timur, Indonesia"
PT Telkom Indonesia (Persero) TBK,PT Telkom Indonesia (Persero) TBK Surabaya Production Center,"Jalan Raya Jemursari No 119, Surabaya, Indonesia"
PT Telkom Indonesia (Persero) TBK,PT Telkom Indonesia (Persero) TBK Makassar Production Center,"Jalan Sultan Alauddin No 100, Makassar, Indonesia"
PT Telkom Indonesia (Persero) TBK,PT Telkom Indonesia (Persero) TBK Medan Production Center,"Jalan Brigjen Katamso No 250, Medan, Indonesia"
PT Telkom Indonesia (Persero) TBK,PT Telkom Indonesia (Persero) TBK Denpasar Production Center,"Jalan Bypass Ngurah Rai No 100, Denpasar, Indonesia"
PT Telkom Indonesia (Persero) TBK,PT Telkom Indonesia (Persero) TBK Balikpapan Production Center,"Jalan MT Haryono No 20, Balikpapan, Indonesia"
PT Telkom Indonesia (Persero) TBK,PT Telkom Indonesia (Persero) TBK Manado Production Center,"Jalan Teuku Umar No 100, Manado, Indonesia"
PT Telkom Indonesia (Persero) TBK,PT Telkom Indonesia (Persero) TBK Semarang Production Center,"Jalan Pahlawan No 100, Semarang, Indonesia"
PT Telkom Indonesia (Persero) TBK,PT Telkom Indonesia (Persero) TBK Yogyakarta Production Center,"Jalan Malioboro No 100, Yogyakarta, Indonesia"
PT Telkom Indonesia (Persero) TBK,PT Telkom Indonesia (Persero) TBK Submarine Cable Production Center,"Jalan Raya Bogor Km 24, Jakarta Timur, Indonesia"
PT Telkom Indonesia (Persero) TBK,PT Telkom Indonesia (Persero) TBK Data Center Production Center,"Jalan Raya Bekasi Km 24, Jakarta Timur, Indonesia"
PT Telkom Indonesia (Persero) TBK,PT Telkom Indonesia (Persero) TBK Network Equipment Production Center,"Jalan Soekarno Hatta No 10, Bandung, Indonesia"
PT Telkom Indonesia (Persero) TBK,PT Telkom Indonesia (Persero) TBK Telecommunications Device Production Center,"Jalan Raya Bekasi Km 24, Jakarta Timur, Indonesia"
PT Telkom Indonesia (Persero) TBK,PT Telkom Indonesia (Persero) TBK Smart Device Production Center,"Jalan Raya Bekasi Km 24, Jakarta Timur, Indonesia"
PT UNILEVER INDONESIA TBK,PT Unilever Indonesia Tbk Cikarang Factory 1,"Jl. Raya Industri I No. 1, Jababeka Industrial Estate, Cikarang, West Java, Indonesia"
PT UNILEVER INDONESIA TBK,PT Unilever Indonesia Tbk Cikarang Factory 2,"Jl. Raya Industri II No. 1, Jababeka Industrial Estate, Cikarang, West Java, Indonesia"
PT UNILEVER INDONESIA TBK,PT Unilever Indonesia Tbk Cikarang Factory 3,"Jl. Raya Industri III No. 1, Jababeka Industrial Estate, Cikarang, West Java, Indonesia"
PT UNILEVER INDONESIA TBK,PT Unilever Indonesia Tbk Cikarang Factory 4,"Jl. Raya Industri IV No. 1, Jababeka Industrial Estate, Cikarang, West Java, Indonesia"
PT UNILEVER INDONESIA TBK,PT Unilever Indonesia Tbk Cikarang Factory 5,"Jl. Raya Industri V No. 1, Jababeka Industrial Estate, Cikarang, West Java, Indonesia"
PT UNILEVER INDONESIA TBK,PT Unilever Indonesia Tbk Cikarang Factory 6,"Jl. Raya Industri VI No. 1, Jababeka Industrial Estate, Cikarang, West Java, Indonesia"
PT UNILEVER INDONESIA TBK,PT Unilever Indonesia Tbk Cikarang Factory 7,"Jl. Raya Industri VII No. 1, Jababeka Industrial Estate, Cikarang, West Java, Indonesia"
PT UNILEVER INDONESIA TBK,PT Unilever Indonesia Tbk Rungkut Factory 1,"Jl. Rungkut Industri I No. 1, Rungkut Industrial Estate, Surabaya, East Java, Indonesia"
PT UNILEVER INDONESIA TBK,PT Unilever Indonesia Tbk Rungkut Factory 2,"Jl. Rungkut Industri II No. 1, Rungkut Industrial Estate, Surabaya, East Java, Indonesia"
PT UNILEVER INDONESIA TBK,PT Unilever Indonesia Tbk Head Office,"Jl. Bulevar BSD Grand Office Park, Tower 2, Lantai 1-13, BSD City, Tangerang, Banten, Indonesia"
PT UNILEVER INDONESIA TBK,PT Unilever Indonesia Tbk Cikarang Sales Office,"Jl. Raya Industri I No. 1, Jababeka Industrial Estate, Cikarang, West Java, Indonesia"
PT UNILEVER INDONESIA TBK,PT Unilever Indonesia Tbk Rungkut Sales Office,"Jl. Rungkut Industri I No. 1, Rungkut Industrial Estate, Surabaya, East Java, Indonesia"
PT UNILEVER INDONESIA TBK,PT Unilever Indonesia Tbk Distribution Center Cikarang,"Jl. Raya Industri IX No. 1, Jababeka Industrial Estate, Cikarang, West Java, Indonesia"
PT UNILEVER INDONESIA TBK,PT Unilever Indonesia Tbk Distribution Center Rungkut,"Jl. Rungkut Industri II No. 1, Rungkut Industrial Estate, Surabaya, East Java, Indonesia"
PT UNILEVER INDONESIA TBK,PT Unilever Indonesia Tbk Research and Development Center,"Jl. Bulevar BSD Grand Office Park, Tower 2, Lantai 14, BSD City, Tangerang, Banten, Indonesia"
PT United Tractors Tbk,PT United Tractors Pandu Solusi,"Kawasan Industri MM2100, Jl. Raya Narogong Km. 13,6, Kelurahan Cileungsi Kidul, Kecamatan Cileungsi, Bogor, Jawa Barat 16820"
PT United Tractors Tbk,PT United Tractors Pandu Solusi  Plant 2,"Jl. Raya Narogong Km. 13,6, Kelurahan Cileungsi Kidul, Kecamatan Cileungsi, Bogor, Jawa Barat 16820"
PT United Tractors Tbk,PT United Tractors Pandu Solusi  Plant 3,"Jl. Raya Narogong Km. 13,6, Kelurahan Cileungsi Kidul, Kecamatan Cileungsi, Bogor, Jawa Barat 16820"
PT United Tractors Tbk,PT United Tractors Pandu Solusi  Plant 4,"Jl. Raya Narogong Km. 13,6, Kelurahan Cileungsi Kidul, Kecamatan Cileungsi, Bogor, Jawa Barat 16820"
PT United Tractors Tbk,PT United Tractors Pandu Solusi  Plant 5,"Jl. Raya Narogong Km. 13,6, Kelurahan Cileungsi Kidul, Kecamatan Cileungsi, Bogor, Jawa Barat 16820"
PT United Tractors Tbk,PT United Tractors Pandu Solusi  Plant 6,"Jl. Raya Narogong Km. 13,6, Kelurahan Cileungsi Kidul, Kecamatan Cileungsi, Bogor, Jawa Barat 16820"
PT United Tractors Tbk,PT United Tractors Pandu Solusi  Plant 7,"Jl. Raya Narogong Km. 13,6, Kelurahan Cileungsi Kidul, Kecamatan Cileungsi, Bogor, Jawa Barat 16820"
PT United Tractors Tbk,PT United Tractors Pandu Solusi  Plant 8,"Jl. Raya Narogong Km. 13,6, Kelurahan Cileungsi Kidul, Kecamatan Cileungsi, Bogor, Jawa Barat 16820"
PT United Tractors Tbk,PT United Tractors Pandu Solusi  Plant 9,"Jl. Raya Narogong Km. 13,6, Kelurahan Cileungsi Kidul, Kecamatan Cileungsi, Bogor, Jawa Barat 16820"
PT United Tractors Tbk,PT United Tractors Pandu Solusi  Plant 10,"Jl. Raya Narogong Km. 13,6, Kelurahan Cileungsi Kidul, Kecamatan Cileungsi, Bogor, Jawa Barat 16820"
PT United Tractors Tbk,PT United Tractors Pandu Solusi  Plant 11,"Jl. Raya Narogong Km. 13,6, Kelurahan Cileungsi Kidul, Kecamatan Cileungsi, Bogor, Jawa Barat 16820"
PT United Tractors Tbk,PT United Tractors Pandu Solusi  Plant 12,"Jl. Raya Narogong Km. 13,6, Kelurahan Cileungsi Kidul, Kecamatan Cileungsi, Bogor, Jawa Barat 16820"
PT United Tractors Tbk,PT United Tractors Pandu Solusi  Plant 13,"Jl. Raya Narogong Km. 13,6, Kelurahan Cileungsi Kidul, Kecamatan Cileungsi, Bogor, Jawa Barat 16820"
PT United Tractors Tbk,PT United Tractors Pandu Solusi  Plant 14,"Jl. Raya Narogong Km. 13,6, Kelurahan Cileungsi Kidul, Kecamatan Cileungsi, Bogor, Jawa Barat 16820"
PT United Tractors Tbk,PT United Tractors Pandu Solusi  Plant 15,"Jl. Raya Narogong Km. 13,6, Kelurahan Cileungsi Kidul, Kecamatan Cileungsi, Bogor, Jawa Barat 16820"
PT United Tractors Tbk,PT United Tractors Pandu Solusi  Plant 16,"Jl. Raya Narogong Km. 13,6, Kelurahan Cileungsi Kidul, Kecamatan Cileungsi, Bogor, Jawa Barat 16820"
PT United Tractors Tbk,PT United Tractors Pandu Solusi  Plant 17,"Jl. Raya Narogong Km. 13,6, Kelurahan Cileungsi Kidul, Kecamatan Cileungsi, Bogor, Jawa Barat 16820"
PT United Tractors Tbk,PT United Tractors Pandu Solusi  Plant 18,"Jl. Raya Narogong Km. 13,6, Kelurahan Cileungsi Kidul, Kecamatan Cileungsi, Bogor, Jawa Barat 16820"
PT. Semen Indonesia (Persero) Tbk,Semen Gresik Factory,"Jl. Raya Gresik-Surabaya, Km. 11.5, Gresik, East Java, Indonesia"
PT. Semen Indonesia (Persero) Tbk,Semen Gresik Tuban Factory,"Jl. Raya Tuban-Semarang, Km. 12, Tuban, East Java, Indonesia"
PT. Semen Indonesia (Persero) Tbk,Semen Padang Factory,"Jl. Bypass Kota Padang, Km. 10, Indarung, Padang, West Sumatra, Indonesia"
PT. Semen Indonesia (Persero) Tbk,Semen Tonasa Factory,"Jl. Poros Makassar-Maros, Km. 40, Pangkep, South Sulawesi, Indonesia"
PT. Semen Indonesia (Persero) Tbk,Semen Baturaja Factory,"Jl. Lintas Sumatera, Km. 33, Baturaja, Ogan Komering Ulu Regency, South Sumatra, Indonesia"
PT. Semen Indonesia (Persero) Tbk,Semen Bosowa Maros Factory,"Jl. Poros Makassar-Maros, Km. 40, Pangkep, South Sulawesi, Indonesia"
PT. Semen Indonesia (Persero) Tbk,Semen Bosowa Kendari Factory,"Jl. Poros Kendari-Andoolo, Km. 17, Kendari, Southeast Sulawesi, Indonesia"
PT. Semen Indonesia (Persero) Tbk,Semen Kupang Factory,"Jl. Timor Raya, Km. 17, Kupang, East Nusa Tenggara, Indonesia"
PT. Semen Indonesia (Persero) Tbk,Semen Bima Factory,"Jl. Lintas Bima-Dompu, Km. 17, Bima, West Nusa Tenggara, Indonesia"
PT. Semen Indonesia (Persero) Tbk,Semen Jawa Factory,"Jl. Raya Pati-Rembang, Km. 10, Rembang, Central Java, Indonesia"
PT. Semen Indonesia (Persero) Tbk,Semen Merah Putih Factory,"Jl. Raya Tuban-Semarang, Km. 12, Tuban, East Java, Indonesia"
PTC INC.,PTC Headquarters,"121 Seaport Blvd, Boston, MA 02210, USA"
PTC INC.,PTC Asia Pacific,"Room 2960, 29th Floor, 388 Exchange Tower, Unit 2901-2904, Sukhumvit Road, Bangkok, Thailand 10110"
PTC INC.,PTC Australia,"Level 1, 309 Kent Street, Sydney NSW 2000, Australia"
PTC INC.,PTC Austria,"Tech Gate Vienna, Donau-City-Straße 11, 1220 Vienna, Austria"
PTC INC.,PTC Belgium,"Technologielaan 15, 1831 Diegem, Belgium"
PTC INC.,PTC Brazil,"Rua do Paraíso, 123, 20º andar, Conj. 201, Paraíso, São Paulo - SP, 01308-900, Brazil"
PTC INC.,PTC Canada,"1000 Rue de la Gauchetière Ouest, Suite 2900, Montreal, QC H3B 4W5, Canada"
PTC INC.,PTC China,"Beijing Fortune Building, No. 5 Dong San Huan Bei Rd, Chaoyang District, Beijing 100020, China"
PTC INC.,PTC Denmark,"Ørestads Boulevard 73, 2300 Copenhagen S, Denmark"
PTC INC.,PTC Finland,"Keilaranta 15, 02150 Espoo, Finland"
PTC INC.,PTC France,"115 Rue Anatole France, 92300 Levallois-Perret, France"
PTC INC.,PTC Germany,"Factory Hammerbrooklyn, Stadtdeich 2-4, 20097 Hamburg, Germany"
PTC INC.,PTC Hong Kong,"18/F, Tower 1, The Gateway, Harbour City, 1 Canton Road, Tsim Sha Tsui, Hong Kong"
PTC INC.,PTC Hungary,"H-1138 Budapest, Váci út 178, 1/1, Hungary"
PTC INC.,PTC India,"Unitech Cyber Park, Durga Colony, Sector 39, 604-607, 6th Floor, Tower B, Gurgaon 122001, India"
PTC INC.,PTC Ireland,"1st Floor, The Atrium, Block B, Carmanhall Road, Sandyford Industrial Estate, Dublin 18, Ireland"
PTC INC.,PTC Israel,"6 HaMelacha Street, Tel Aviv 67123, Israel"
PTC INC.,PTC Italy,"Via Giovanni Battista Morgagni, 30/14, 40122 Bologna, Italy"
PTC INC.,PTC Japan,"Sumitomo Fudosan Shinjuku Grand Tower 27F, 1-1 Shinjuku 2-chome, Shinjuku-ku, Tokyo 160-0022, Japan"
PTC INC.,PTC Korea,"14F, Tower A, Centum City 1st Avenue, 129 Centumjungang-ro, Haeundae-gu, Busan 48058, Republic of Korea"
PTC INC.,PTC Malaysia,"Level 16, Menara IGB, Mid Valley City, Lingkaran Syed Putra, 59200 Kuala Lumpur, Malaysia"
PTC INC.,PTC Mexico,"Blvd. Adolfo López Mateos 2828, Int. 101, Col. Chapultepec Sur, Guadalajara, Jalisco 45040, Mexico"
PTC INC.,PTC Netherlands,"Weesperplein 4a, 1112 AB Diemen, Netherlands"
PTC INC.,PTC Norway,"Østensjøveien 38, 0661 Oslo, Norway"
PTC INC.,PTC Poland,"ul. Domaniewska 44, 02-672 Warsaw, Poland"
PTC INC.,PTC Portugal,"Avenida da República, 32, 1º andar, 1050-190 Lisbon, Portugal"
PTC INC.,PTC Romania,"Calea Floreasca 165, Corp A, Etaj 1, Sector 1, 014459 Bucharest, Romania"
PTC INC.,PTC Russia,"125130 Moscow, Krasnopresnenskaya Embankment, 12, 18th floor, Russia"
PTC INC.,PTC Singapore,"8 Temasek Boulevard, 28-01 Suntec Tower Three, 038988 Singapore"
PTC INC.,PTC Spain,"Calle del Marroc, 33http://googleusercontent.com/map_content/0"
PTT Exploration and Production Public Company Limited,Arthit South Field,"Arthit Field, Gulf of Thailand"
PTT Exploration and Production Public Company Limited,Arthit North Field,"Arthit Field, Gulf of Thailand"
PTT Exploration and Production Public Company Limited,Bongkot Field,"Bongkot Field, Gulf of Thailand"
PTT Exploration and Production Public Company Limited,Erawan Field,"Erawan Field, Gulf of Thailand"
PTT Exploration and Production Public Company Limited,Jasmine Field,"Jasmine Field, Gulf of Thailand"
PTT Exploration and Production Public Company Limited,Jakrawan Field,"Jakrawan Field, Gulf of Thailand"
PTT Exploration and Production Public Company Limited,Bongkot South Field,"Bongkot Field, Gulf of Thailand"
PTT Exploration and Production Public Company Limited,Bongkot North Field,"Bongkot Field, Gulf of Thailand"
PTT Exploration and Production Public Company Limited,Phu Kradung Field,"Phu Kradung Field, Onshore Thailand"
PTT Exploration and Production Public Company Limited,Sirikit Field,"Sirikit Field, Gulf of Thailand"
PTT Exploration and Production Public Company Limited,Satun Field,"Satun Field, Gulf of Thailand"
PTT Exploration and Production Public Company Limited,Andaman Development Project (ADP),Andaman Sea
PTT Exploration and Production Public Company Limited,Malay Basin Development Project (MBDP),Malay Basin
PTT Exploration and Production Public Company Limited,Block 3/11,Offshore Myanmar
PTT Exploration and Production Public Company Limited,YWB Block 10,Offshore Myanmar
PTT Exploration and Production Public Company Limited,Block M11,Offshore Myanmar
PTT Exploration and Production Public Company Limited,Block 6.1,Offshore Myanmar
PTT Exploration and Production Public Company Limited,Block A18,Offshore Oman
PTT Exploration and Production Public Company Limited,Block 43/11,Offshore Algeria
PTT Exploration and Production Public Company Limited,Block 401/204,Offshore Australia
PTT Exploration and Production Public Company Limited,Block 102/1,Offshore Australia
PTT Exploration and Production Public Company Limited,Block PM305,Offshore Mozambique
PTT Exploration and Production Public Company Limited,Block 1/12,Offshore Gabon
PTT Exploration and Production Public Company Limited,Block 2,Offshore Côte dIvoire
PTT Exploration and Production Public Company Limited,PTTEP Headquarters,"555/1 Energy Complex Building A, Floors 19-36, Vibhavadi-Rangsit Rd., Chatuchak, Chatuchak, Bangkok 10900"
PTT Exploration and Production Public Company Limited,PTTEP International,"100 Victoria Street, North Tower, Level 49, London SW1E 5JL"
